"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","설비규격",
"69","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500008","20150921","","01","영업/정상","01","영업중","","","","20180919","","","","부산광역시 강서구 화전동 579-8","부산광역시 강서구 화전산단3로 32 (화전동)","46739","한화솔루션(주) 부산사업장","20220512143722","U","2022-05-14 02:40:00.0","","370980.505870352","180303.326223384","",
"70","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500005","20150623","","01","영업/정상","01","영업중","","","","20170221","","","","부산광역시 강서구 대저1동 498-67","부산광역시 강서구 대저중앙로286번길 105 (대저1동)","","(주)썬프리시즌","20170221181848","I","2018-08-31 23:59:59.0","","380424.987939904","193008.610289978","",
"71","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500006","20150625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1226-2","부산광역시 강서구 미음산단1로15번길 39 (구랑동)","","(주)해성이엔티","20150625114046","I","2018-08-31 23:59:59.0","","369486.640427478","182605.781589855","",
"72","용기냉동기특정설비","07_22_16_P","3360000","2018336014516500006","20181105","","01","영업/정상","01","영업중","","","","20191029","","","","부산광역시 강서구 강동동 253-2","","","(주)엔에스티이","20191122171052","U","2019-11-24 02:40:00.0","","375735.541579619","192778.426969644","",
"73","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500004","20220421","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 미음동 1552-7 (주)와우메탈","","","(주)템코","20220612150808","U","2022-06-14 02:40:00.0","","369230.195213531","185669.551909565","",
"74","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500001","20190307","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 595-7 (주)성일엔케어","","","(주)성일엔케어","20191122171038","U","2019-11-24 02:40:00.0","","371534.40659044","179356.248775055","",
"75","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500002","20190410","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1629-14","부산광역시 강서구 녹산산단361로 27 (송정동)","46754","한선엔지니어링(주)","20191122171016","U","2019-11-24 02:40:00.0","","369229.83895574","178511.027248325","",
"76","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500003","20190514","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 범방동 1911-2","","","코리아토탈 엔지니어링(주)","20200103162836","U","2020-01-05 02:40:00.0","","371205.168434995","184506.761289787","",
"77","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500005","20190717","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 미음동 1552-12","","","(주)런텍","20191122170332","U","2019-11-24 02:40:00.0","","369286.18587708","185440.043904451","",
"78","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500006","20190816","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1478-2","부산광역시 강서구 녹산산단17로 20 (송정동)","46751","기성금속주식회사","20191122170318","U","2019-11-24 02:40:00.0","","366283.763436367","179237.960189699","",
"79","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500007","20190909","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 586-8","부산광역시 강서구 화전산단6로90번길 19 (화전동)","46738","(주)대림기공 2공장","20191122170302","U","2019-11-24 02:40:00.0","","371812.492690379","180096.892153684","",
"80","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500002","20220405","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","","","정우이앤이(주)","20220512164631","U","2022-05-14 02:40:00.0","","368456.163256496","178914.98065626","",
"81","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500003","20220405","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","","","정우이앤이(주)","20220512164717","U","2022-05-14 02:40:00.0","","368456.163256496","178914.98065626","",
"82","용기냉동기특정설비","07_22_16_P","3360000","2003336006916500015","20030513","","01","영업/정상","01","영업중","","","","20151119","","","","부산광역시 강서구 송정동 1644-4","","","신라이앤티(주)","20151119172954","I","2018-08-31 23:59:59.0","","369680.017051967","178971.981021151","",
"83","용기냉동기특정설비","07_22_16_P","3360000","2005336006916500003","20050708","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 594-1","부산광역시 강서구 화전산단1로 155 (화전동)","","(주)크리오스","20160712105920","I","2018-08-31 23:59:59.0","","371800.38350847","179167.833899393","",
"84","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500005","20211222","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1226-5 큐알피테크","부산광역시 강서구 미음산단1로15번길 53, 큐알피테크 (구랑동)","46730","큐알피테크","20211222144236","I","2021-12-24 00:22:42.0","","369553.457016497","182507.200006196","",
"85","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500002","20200407","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 579-8","","","태광후지킨 주식회사","20201204101346","U","2020-12-06 02:40:00.0","","370980.505870352","180303.326223384","",
"86","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500003","20211203","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 생곡동 1585-7","","","(주)앤써","20220111172610","U","2022-01-13 02:40:00.0","","371699.057158189","183675.664579393","",
"87","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500004","20211203","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 생곡동 1585-7","","","(주)앤써","20220111172705","U","2022-01-13 02:40:00.0","","371699.057158189","183675.664579393","",
"88","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500004","20200827","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1471-1","부산광역시 강서구 녹산산단17로78번길 33 (송정동)","46751","(주)다스코","20201204101322","U","2020-12-06 02:40:00.0","","366744.575546669","179425.09069858","",
"89","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500005","20201026","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 580-6","","","(주)대웅이티","20220126202219","U","2022-01-28 02:40:00.0","","371567.679570187","180363.373699098","",
"90","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500001","20210223","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1194-1 (주)디엠","부산광역시 강서구 미음산단로92번길 6 (주)디엠 (구랑동)","46748","(주)디엠","20211020103553","U","2021-10-22 02:40:00.0","","369052.083074065","183142.514963072","",
"91","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500002","20210406","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 죽림동 461-1","","","(주)세종기술","20210503184526","U","2021-05-05 02:40:00.0","","372937.401595657","190538.925388997","",
"92","용기냉동기특정설비","07_22_16_P","3360000","2000336006916500002","20071220","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저1동 1639-4","부산광역시 강서구 낙동북로219번길 35  (대저1동)","","강서열기공업","20120620115412","I","2018-08-31 23:59:59.0","","377609.640682562","192390.756984964","",
"93","용기냉동기특정설비","07_22_16_P","3360000","2004336006916500001","20040702","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1464-1","부산광역시 강서구 녹산산단17로 113 (송정동)","","(주)에테르씨티","20220523154045","U","2022-05-25 02:40:00.0","","366955.288703522","179594.403228364","",
"94","용기냉동기특정설비","07_22_16_P","3360000","2001336006916500011","20011217","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1573-1","부산광역시 강서구 녹산산단231로 20  (송정동)","","(주)태화인더스트리","20120518145736","I","2018-08-31 23:59:59.0","","368022.739699587","178403.526986219","",
"95","용기냉동기특정설비","07_22_16_P","3360000","2005336013616500004","20051006","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1608-2","부산광역시 강서구 녹산산업중로 286 (송정동)","","(주)와이에스피이","20160524175025","I","2018-08-31 23:59:59.0","","368719.780973071","178668.838095129","",
"96","용기냉동기특정설비","07_22_16_P","3360000","2004336006916500003","20040728","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1464-1","부산광역시 강서구 녹산산단17로 113 (송정동)","","(주)에테르씨티","20220523154153","U","2022-05-25 02:40:00.0","","366955.288703522","179594.403228364","",
"97","용기냉동기특정설비","07_22_16_P","3360000","2006336006916500004","20061226","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","","태광후지킨(주)","20170608103112","I","2018-08-31 23:59:59.0","","368310.413765053","179134.839092699","",
"98","용기냉동기특정설비","07_22_16_P","3360000","2007336006916500000","20010710","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1478-1","부산광역시 강서구 녹산산업중로 22 (송정동)","","영도산업(주)","20190322121415","U","2019-03-24 02:40:00.0","","366339.309102189","179329.067270307","",
"99","용기냉동기특정설비","07_22_16_P","3360000","2018336014516500005","20181030","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1601-4","부산광역시 강서구 녹산산단261로74번길 41, B동 1호 (송정동)","46754","(주)로커스","20191122171103","U","2019-11-24 02:40:00.0","","368725.685782611","179026.784851037","",
"100","용기냉동기특정설비","07_22_16_P","3360000","2007336006916500005","20071112","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1579-1","부산광역시 강서구 녹산산단261로88번길 7 (송정동)","","태광후지킨(주)","20140401153130","I","2018-08-31 23:59:59.0","","368310.413765053","179134.839092699","",
"101","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500008","20091105","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 강동동 691-2","부산광역시 강서구 제도로1041번길 320 (강동동)","","(주)서흥테크","20170207140143","I","2018-08-31 23:59:59.0","","375060.829803766","192010.138424136","",
"102","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500009","20091215","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1610-4","부산광역시 강서구 녹산산단261로14번길 45-19 (송정동)","","(주)대림기공","20140318092710","I","2018-08-31 23:59:59.0","","368666.781287372","178535.480821967","",
"103","용기냉동기특정설비","07_22_16_P","3360000","2010336008216500008","20100713","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","부산광역시 강서구 녹산산단261로74번길 20 (송정동)","","정우이앤이(주)","20170613135319","I","2018-08-31 23:59:59.0","","368456.163256496","178914.98065626","",
"104","용기냉동기특정설비","07_22_16_P","3360000","2011336009416500005","20110503","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 2636-1","부산광역시 강서구 공항로743번길 13  (대저2동)","","주식회사 대하냉기","20120518141532","I","2018-08-31 23:59:59.0","","378385.494860586","187739.302840651","",
"105","용기냉동기특정설비","07_22_16_P","3360000","2007336013616500022","20070221","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 지사동 1172","부산광역시 강서구 과학산단로 502 (지사동)","","(주)이엔케이","20200219140119","U","2020-02-21 02:40:00.0","","365359.221940167","184943.706504707","",
"106","용기냉동기특정설비","07_22_16_P","3360000","2008336006916500002","20080225","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 미음동 1564-4","부산광역시 강서구 미음산단4로 33 (미음동)","","(주)마이텍","20150415151744","I","2018-08-31 23:59:59.0","","369228.073238774","185341.225792835","",
"107","용기냉동기특정설비","07_22_16_P","3360000","2008336006916500003","20080225","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 생곡동 1453-1","부산광역시 강서구 가리새2로 7 (생곡동)","","(주)앤써","20151222092114","I","2018-08-31 23:59:59.0","","371742","183682","",
"108","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500007","20120503","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 봉림동 567-24","부산광역시 강서구 가락대로1397번길 103  (봉림동)","","(주)금천메카트로닉스","20120518105345","I","2018-08-31 23:59:59.0","","373001.276071244","189744.26553766","",
"109","용기냉동기특정설비","07_22_16_P","3360000","2010336008216500005","20100520","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 594-1","부산광역시 강서구 화전산단1로 155 (화전동)","","(주)크리오스","20190214114910","U","2019-02-16 02:40:00.0","","371800.38350847","179167.833899393","",
"110","용기냉동기특정설비","07_22_16_P","3360000","2010336008216500006","20100603","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1458-3","부산광역시 강서구 녹산산업중로 31-11  (송정동)","","제이오플랜트","20120518135656","I","2018-08-31 23:59:59.0","","366439.465041604","179496.300519561","",
"111","용기냉동기특정설비","07_22_16_P","3360000","2010336008216500010","20101222","","01","영업/정상","01","영업중","","","","20220124","","","","부산광역시 강서구 미음동 1639-4","부산광역시 강서구 미음국제5로마길 41 (미음동)","46747","동아정밀산업","20220124143212","U","2022-01-26 02:40:00.0","","","","",
"112","용기냉동기특정설비","07_22_16_P","3360000","2011336009416500002","20110128","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 죽동동 477-4","부산광역시 강서구 호계로79번길 68 (죽동동)","46708","(주)템코","20220421145226","U","2022-04-23 02:40:00.0","","372070.771575275","190461.558005079","",
"113","용기냉동기특정설비","07_22_16_P","3360000","2011336010516500002","20111007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 명지동 3154-5","부산광역시 강서구 제도로 42-14 (명지동)","","경운범양에너지(주)","20151209161351","I","2018-08-31 23:59:59.0","","374946.919546282","181628.400524805","",
"114","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500001","20120105","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 녹산동 172-2","부산광역시 강서구 낙동남로622번길 62 (녹산동)","","하모열기술(주)","20140128115240","I","2018-08-31 23:59:59.0","","372152.193396918","180907.709920467","",
"115","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500002","20120207","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1192-4","부산광역시 강서구 미음산단로8번길 75 (구랑동)","46748","(주)동화뉴텍","20191211102553","U","2019-12-13 02:40:00.0","","369261.832288596","183076.270080352","",
"116","용기냉동기특정설비","07_22_16_P","3360000","2008336008216500003","20081208","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1467-1","부산광역시 강서구 녹산산단27로 97  (송정동)","","하이록코리아(주)","20120724110227","I","2018-08-31 23:59:59.0","","366982.868943196","179401.366585676","",
"117","용기냉동기특정설비","07_22_16_P","3360000","2008336008216500004","20081208","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1467-1","부산광역시 강서구 녹산산단27로 97  (송정동)","","하이록코리아(주)","20120518151008","I","2018-08-31 23:59:59.0","","366982.868943196","179401.366585676","",
"118","용기냉동기특정설비","07_22_16_P","3360000","2010336008216500009","20100819","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 5383-1","부산광역시 강서구 맥도길453번길 122-1  (대저2동)","","태성설비","20120518150624","I","2018-08-31 23:59:59.0","","376179.276518592","184309.738376903","",
"119","용기냉동기특정설비","07_22_16_P","3360000","2011336010516500001","20111007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 명지동 3154-5","부산광역시 강서구 제도로 42-14 (명지동)","","경운범양에너지(주)","20151210111443","I","2018-08-31 23:59:59.0","","374946.919546282","181628.400524805","",
"120","용기냉동기특정설비","07_22_16_P","3360000","2011336010516500003","20111209","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 590-5 (주)와이엔브이","부산광역시 강서구 화전산단6로66번길 19 (화전동)","46741","(주)와이엔브이","20200106144601","U","2020-01-08 02:40:00.0","","371817.326650022","179851.815836554","",
"121","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500008","20120503","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 봉림동 567-24","부산광역시 강서구 가락대로1397번길 103  (봉림동)","","(주)금천메카트로닉스","20120518105446","I","2018-08-31 23:59:59.0","","373001.276071244","189744.26553766","",
"122","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500011","20151118","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1217","부산광역시 강서구 미음산단2로 62 (구랑동)","","티에이치티(주)","20191127143231","U","2019-11-29 02:40:00.0","","368121.844312107","182548.804180367","",
"123","용기냉동기특정설비","07_22_16_P","3360000","2016336013616500003","20160404","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 589-11","","","(주)아산정밀","20160531154529","I","2018-08-31 23:59:59.0","","371966.98164156","179510.284572756","",
"124","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500021","20121205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 6036-1","부산광역시 강서구 맥도강변길 190  (대저2동)","","대전공조","20130118154447","I","2018-08-31 23:59:59.0","","376199.483218664","183017.902079672","",
"125","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500022","20121207","","01","영업/정상","01","영업중","","","","20130110","","","","부산광역시 강서구 송정동 1591-1","부산광역시 강서구 녹산산단261로40번길 22  (송정동)","","(주)태화인더스트리부산지점2공장","20130110193433","I","2018-08-31 23:59:59.0","","368473.934510322","178575.419825775","",
"126","용기냉동기특정설비","07_22_16_P","3360000","2013336010516500001","20130111","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1500-23","부산광역시 강서구 녹산산단77로22번길 37  (송정동)","","대동엔텍(주)","20130201101245","I","2018-08-31 23:59:59.0","","367051.432002325","178596.989208322","",
"127","용기냉동기특정설비","07_22_16_P","3360000","2013336010516500010","20130531","","01","영업/정상","01","영업중","","","","20200414","","","","부산광역시 강서구 화전동 594-1","부산광역시 강서구 화전산단1로 155 (화전동)","46741","(주)대창솔루션 화전2공장","20200414182550","U","2020-04-16 02:40:00.0","","371800.38350847","179167.833899393","",
"128","용기냉동기특정설비","07_22_16_P","3360000","2013336010516500011","20130822","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 600-6","부산광역시 강서구 화전산단1로63번길 20 (화전동)","","(주)동화엔텍","20220502132836","U","2022-05-04 02:40:00.0","","370972.000519048","179573.304441269","",
"129","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500011","20120730","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 586","부산광역시 강서구 화전산단6로90번길 19 (화전동)","","(주)대림기공2공장","20180607171253","I","2018-08-31 23:59:59.0","","371812.492690379","180096.892153684","",
"130","용기냉동기특정설비","07_22_16_P","3360000","2016336013616500002","20160219","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1194-6","부산광역시 강서구 미음산단로8번길 37 (구랑동)","","에스이에스티(주)","20160523134519","I","2018-08-31 23:59:59.0","","369224.157053098","182844.958351541","",
"131","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500020","20121205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 6036-1","부산광역시 강서구 맥도강변길 190  (대저2동)","","대전공조","20130118154321","I","2018-08-31 23:59:59.0","","376199.483218664","183017.902079672","",
"132","용기냉동기특정설비","07_22_16_P","3360000","2016336013616500008","20161216","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1617-6","","","(주)부산인텍부산금망","20190116175543","U","2019-01-18 02:40:00.0","","369096.396795224","179398.498372732","",
"133","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500023","20121207","","01","영업/정상","01","영업중","","","","20130110","","","","부산광역시 강서구 송정동 1591-1","부산광역시 강서구 녹산산단261로40번길 22  (송정동)","","(주)태화인더스트리부산지점2공장","20130110193306","I","2018-08-31 23:59:59.0","","368473.934510322","178575.419825775","",
"134","용기냉동기특정설비","07_22_16_P","3360000","2018336014516500002","20180131","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1534-3","부산광역시 강서구 녹산산단165로14번길 32 (송정동)","46752","존슨콘트롤즈인터내셔널코리아(주)","20220124110805","U","2022-01-26 02:40:00.0","","367612.3672731","178273.947013654","",
"135","용기냉동기특정설비","07_22_16_P","3360000","2018336014516500003","20180131","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1534-3","부산광역시 강서구 녹산산단165로14번길 32 (송정동)","46752","존슨콘트롤즈인터내셔널코리아(주)","20220124110704","U","2022-01-26 02:40:00.0","","367612.3672731","178273.947013654","",
"136","용기냉동기특정설비","07_22_16_P","3360000","2013336010516500013","20131125","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 587-12","부산광역시 강서구 화전산단2로 107 (화전동)","46738","(주)태림인더스트리","20190131111105","U","2019-02-02 02:40:00.0","","371656.395148111","179970.84579904","",
