"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","관리업구분명","자본금","자산","보수범위","유지관리책임인력수","실무기술인력수","설계책임기술인력수","제조책임기술인력수","임원수","총직원수","기술직직원수","기능직직원수","사무직직원수","기타직원수","회사구분명","사업자등록번호",
"109","승강기유지관리업체","11_48_01_P","6260000","626000000062","19970506","","03","폐업","2","폐지","","","","","0516282798","","608092","부산광역시 남구 용호2동   388번지 7호","부산광역시 남구 동명로164번길 49 (용호동)","","태영E/L","20051226114436","I","2018-08-31 23:59:59.0","","392664.52489055","181789.713558879","유지관리","","50000000","70,000,000","100","","","","","","7","6","","1","","","",
"110","승강기유지관리업체","11_48_01_P","6260000","626000000007","19921226","","03","폐업","2","폐지","","","","","0512012200","","604021","부산광역시 사하구 하단1동   900번지 1호","부산광역시 사하구 동매로15번길 22 (하단동)","","대산엔지니어링","19700101000000","I","2018-08-31 23:59:59.0","","378653.314066477","180163.286175213","유지관리","","100000000","","100","","","","","1","8","3","3","1","","","",
"111","승강기유지관리업체","11_48_01_P","6260000","626000000013","19930106","","03","폐업","2","폐지","","","","","0512540345","","600083","부산광역시 중구 보수동3가   46번지 1호","부산광역시 중구 보수대로 94 (보수동3가)","","동명산업설비","19700101000000","I","2018-08-31 23:59:59.0","","384268.876610502","180213.752067668","유지관리","","300000000","3,600,000,000","100","","","","","4","15","4","6","1","","","",
"112","승강기유지관리업체","11_48_01_P","6260000","626000000022","19930301","","03","폐업","2","폐지","","","","","0515175270","","609311","부산광역시 금정구 구서1동   84번지 15호","부산광역시 금정구 금정로 239 (구서동)","","(주)이엘","19700101000000","I","2018-08-31 23:59:59.0","","390294.454188279","195990.295591796","유지관리","","210000000","250,000,000","100","","","","","5","13","3","3","2","","","",
"113","승강기유지관리업체","11_48_01_P","6260000","626000000083","19981219","","03","폐업","2","폐지","","","","","0518170959","","614731","부산광역시 부산진구 부전1동 474번지 80호 유원오피스텔 1509호","부산광역시 부산진구 서면문화로 27, 1509호 (부전동,유원오피스텔)","614731","유원기공(주)","20170921164554","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","유지관리","없음","118000000","118000000","200","2","4","","","","8","","6","2","","본점","",
"114","승강기유지관리업체","11_48_01_P","6260000","626000000010","19921230","","03","폐업","2","폐지","","","","","0518185120","","614031","부산광역시 부산진구 부전1동   347번지 40호 서면종합시장 502호","부산광역시 부산진구 부전로162번길 28 (부전동,서면종합시장 502호)","","대우E/L","20051208150852","I","2018-08-31 23:59:59.0","","387528.393422261","186694.666831446","유지관리","","200000000","350,000,000","100","1","3","","","1","7","2","3","1","","","",
"115","승강기유지관리업체","11_48_01_P","6260000","626000000042","20000722","","03","폐업","2","폐지","","","","","0515010098","","616093","부산광역시 북구 구포3동   1246번지 4호","부산광역시 북구 시랑로182번길 19 (구포동)","","대윤E/L","20070403133704","I","2018-08-31 23:59:59.0","","383336.292785973","190249.968848234","유지관리","","100000000","13300000000","200","2","6","","","","9","9","","","","","",
"116","승강기유지관리업체","11_48_01_P","6260000","626000000058","19991130","","03","폐업","2","폐지","","","","","0518095428","","614031","부산광역시 부산진구 부전1동   394번지 10호 한일빌딩 502호","부산광역시 부산진구 부전로140번길 12 (부전동,한일빌딩 502호)","","남도E/L","20070403134251","I","2018-08-31 23:59:59.0","","387354.270602601","186601.462349381","유지관리","","17900000000","22500000000","1,200","2","16","","","1","15","2","10","2","","","",
"117","승강기유지관리업체","11_48_01_P","6260000","626000000059","20000623","","03","폐업","2","폐지","","","","","0513370250","","604021","부산광역시 사하구 하단1동   1161번지 2호","부산광역시 사하구 하신번영로 365 (하단동)","","(주)우리엔지니어링","20070403133822","I","2018-08-31 23:59:59.0","","378522.007200069","180909.306630124","유지관리","","100000000","22100000000","300","2","5","","","","9","8","","1","","","",
"118","승강기유지관리업체","11_48_01_P","6260000","626000000067","20000714","","03","폐업","2","폐지","","","","","0513136481","","617051","부산광역시 사상구 감전1동   132번지 1호","","","(주)범화산전","20070403133734","I","2018-08-31 23:59:59.0","","380863.049882095","185818.363507736","유지관리","","100000000","200000000","100","2","3","","","1","8","2","3","2","","","",
"119","승강기유지관리업체","11_48_01_P","6260000","626000000071","20000524","","03","폐업","2","폐지","","","","","0515178825","","609312","부산광역시 금정구 구서2동   203번지 33호","부산광역시 금정구 금강로 518 (구서동)","","(주)태성E/L","20070403134052","I","2018-08-31 23:59:59.0","","389953.480474019","196925.509853466","유지관리","","100000000","200000000","200","2","4","","","","8","","5","1","2","","",
"120","승강기유지관리업체","11_48_01_P","6260000","626000000079","19990629","","03","폐업","2","폐지","","","","","0518524008","","611085","부산광역시 연제구 연산5동   702번지 9호","부산광역시 연제구 중앙대로 1078 (연산동)","","(주)동진기공","20070403134348","I","2018-08-31 23:59:59.0","","389444.436546193","189180.052866007","유지관리","","10000000000","15000000000","100","2","3","","","","6","2","3","1","","","",
"121","승강기유지관리업체","11_48_01_P","6260000","626000000085","19991023","","03","폐업","2","폐지","","","","","0514422085","","601032","부산광역시 동구 수정2동   159번지 1호","부산광역시 동구 고관로 102 (수정동)","","대우기공","20070403134129","I","2018-08-31 23:59:59.0","","386422.470107084","182894.392948803","유지관리","","100000000","200000000","100","2","3","","","","7","6","","1","","","",
"122","승강기유지관리업체","11_48_01_P","6260000","626000000086","20010623","","03","폐업","2","폐지","","","","","0513105951","","617052","부산광역시 사상구 감전2동   140번지 9호","부산광역시 사상구 대동로 290 (감전동)","","(주)이엘","20070403133103","I","2018-08-31 23:59:59.0","","380978.438967999","185572.036119973","유지관리","","2100000000","500000000","500","2","7","","","","94","30","58","6","","","",
"123","승강기유지관리업체","11_48_01_P","6260000","626000000063","19970508","","03","폐업","2","폐지","","","","","0513620441","","616121","부산광역시 북구 화명1동   188번지 벽산상가","","","우양E/L(주)","19700101000000","I","2018-08-31 23:59:59.0","","383239.395718821","195733.599928009","유지관리","","15200000000","15,200,000,000","200","2","4","","","","6","2","4","","","","",
"124","승강기유지관리업체","11_48_01_P","6260000","626000000064","20020607","","03","폐업","2","폐지","","","","","0515066616","","609323","부산광역시 금정구 부곡3동   225번지 6호 경남한신아파트관리사무소 2층","","","(주)거승E/L","20070403133011","I","2018-08-31 23:59:59.0","","390200.572461015","195007.620138808","유지관리","","100000000","200000000","100","2","3","","","","6","5","","1","","","",
"125","승강기유지관리업체","11_48_01_P","6260000","626000000075","20030129","","03","폐업","2","폐지","","","","","0516282798","","608092","부산광역시 남구 용호2동   530번지 58호","부산광역시 남구 동명로158번길 120 (용호동)","","태영E/L","20070403132820","I","2018-08-31 23:59:59.0","","392565.927720816","181463.476217638","유지관리","","1200000000","1050000000","100","2","3","","","","5","5","","","","","",
"126","승강기유지관리업체","11_48_01_P","6260000","626000000078","20030129","","03","폐업","2","폐지","","","","","0517478871","","612021","부산광역시 해운대구 우1동   541번지 5호 비치OT(403)","부산광역시 해운대구 구남로18번길 24 (우동,비치OT(403))","","(주)보석E/L","20070403132544","I","2018-08-31 23:59:59.0","","396632.729146895","186881.392695728","유지관리","","300000000","52500000000","100","2","3","","","","6","5","","1","","","",
"127","승강기유지관리업체","11_48_01_P","6260000","626000000095","20030701","","03","폐업","2","폐지","","","","","0518981262","","614012","부산광역시 부산진구 가야2동   490번지 공원숯불갈비 2층","부산광역시 부산진구 엄광로 134 (가야동,공원숯불갈비 2층)","","한우산기","20070403132620","I","2018-08-31 23:59:59.0","","384877.42524103","185024.833502126","유지관리","","1030000000","1030000000","200","2","4","","","","8","6","","2","","","",
"128","승강기유지관리업체","11_48_01_P","6260000","626000000006","20040110","","03","폐업","2","폐지","","","","","0515542398","","607050","부산광역시 동래구 수안동   34번지 5호","부산광역시 동래구 온천천로301번길 4 (수안동)","","(주)옥성E/L","20070403132413","I","2018-08-31 23:59:59.0","","389966.142469043","190431.570708005","유지관리","","100000000","200000000","300","2","5","","","","9","7","","2","","","",
"129","승강기유지관리업체","11_48_01_P","6260000","626000000040","20040324","","03","폐업","2","폐지","","","","","0515156872","","609340","부산광역시 금정구 남산동   24번지 13호 수광빌딩 702호","부산광역시 금정구 중앙대로 2093 (남산동,수광빌딩 702호)","","거산엘리베이터(주)","20070403132444","I","2018-08-31 23:59:59.0","","390316.249489251","198875.545060975","유지관리","","200000000","200000000","1,400","2","4","","","4","11","6","","1","","","",
"130","승강기유지관리업체","11_48_01_P","6260000","626000000107","20041217","","03","폐업","2","폐지","","","","","0518525951","","611071","부산광역시 연제구 거제1동   17번지 1호 종근당빌딩 701","부산광역시 연제구 거제대로 270 (거제동,종근당빌딩 701)","","(주)서우산전","20070403132316","I","2018-08-31 23:59:59.0","","389137.771555336","189860.788321975","유지관리","","2050000000","","500","2","7","","","2","11","9","","","","","",
"131","승강기유지관리업체","11_48_01_P","6260000","626000000001","19921214","","03","폐업","2","폐지","","","","","0513106810","","617052","부산광역시 사상구 감전2동   140번지 9호","부산광역시 사상구 대동로 290 (감전동)","","금성산전(주)","20051222141534","I","2018-08-31 23:59:59.0","","380978.438967999","185572.036119973","유지관리","","51500000000","498,357,000,000","13,600","1","","","","1","71","5","60","5","","","",
"132","승강기유지관리업체","11_48_01_P","6260000","626000000003","19921216","","03","폐업","2","폐지","","","","","0515147678","","609311","부산광역시 금정구 구서1동   775번지 13호","부산광역시 금정구 금강로 465 (구서동)","","한흥산전(주)","19700101000000","I","2018-08-31 23:59:59.0","","389962.755284294","196395.036237842","유지관리","","150000000","304,000,000","100","1","","","","5","24","3","14","3","","","",
"133","승강기유지관리업체","11_48_01_P","6260000","626000000012","19930106","","03","폐업","2","폐지","","","","","0513136481","","617060","부산광역시 사상구 괘법동   560번지 7호","부산광역시 사상구 새벽로215번길 12 (괘법동)","","건우산전(주)","19700101000000","I","2018-08-31 23:59:59.0","","380649.090160095","186413.321759271","유지관리","","250000000","301,000,000","100","1","","","","4","19","2","12","1","","","",
"134","승강기유지관리업체","11_48_01_P","6260000","626000000017","19930112","","03","폐업","2","폐지","","","","","0513142126","","617013","부산광역시 사상구 주례3동   1163번지 2호","부산광역시 사상구 가야대로282번길 1 (주례동)","","삼보E/L","19700101000000","I","2018-08-31 23:59:59.0","","382491.791147351","185279.510712154","유지관리","","15000000","15,000,000","1,100","1","","","","1","7","2","4","","","","",
"135","승강기유지관리업체","11_48_01_P","6260000","626000000070","20060612","","03","폐업","2","폐지","","","","","0518186644","","614031","부산 부산진구 부전1동 347-40","","","(주)대우엘리베이터","20070403131751","I","2018-08-31 23:59:59.0","","","","유지관리","","120000000","150000000","100","2","3","","","1","8","3","3","1","","","",
"136","승강기유지관리업체","11_48_01_P","6260000","626000000024","19930324","","03","폐업","2","폐지","","","","","0516287788","","608021","부산광역시 남구 대연1동   892번지 15호","부산광역시 남구 유엔로 135 (대연동)","","(주)태광기전","19700101000000","I","2018-08-31 23:59:59.0","","390518.24953352","183253.59853356","유지관리","","800000000","1,393,000,000","100","","","","","4","15","2","6","3","","","",
"137","승강기유지관리업체","11_48_01_P","6260000","626000000032","19930705","","03","폐업","2","폐지","","","","","","","613110","부산광역시 수영구 민락동   411번지 10호","","","삼원E/L","19700101000000","I","2018-08-31 23:59:59.0","","","","유지관리","","50000000","50,000,000","100","1","","","","","14","4","8","","2","","",
"138","승강기유지관리업체","11_48_01_P","6260000","626000000033","19930705","","03","폐업","2","폐지","","","","","0516438353","","614024","부산광역시 부산진구 범천4동   980번지 188호","부산광역시 부산진구 신암로 88-1 (범천동)","","광명엔지니어링","19700101000000","I","2018-08-31 23:59:59.0","","387049.493757173","185281.218210321","유지관리","","10000000","13,000,000","100","1","","","","","6","3","3","","","","",
"139","승강기유지관리업체","11_48_01_P","6260000","626000000038","19931023","","03","폐업","2","폐지","","","","","0518642018","","611082","부산광역시 연제구 연산2동   1320번지 30호","부산광역시 연제구 중앙천로73번길 4 (연산동)","","마광기전","19700101000000","I","2018-08-31 23:59:59.0","","389413.743306197","188795.792032752","유지관리","","6000000","30,000,000","100","","","","","","6","3","3","","","","",
"140","승강기유지관리업체","11_48_01_P","6260000","626000000130","20070423","","03","폐업","2","폐지","20140102","","","","0513618585","","616833","부산광역시 북구 화명2동  272번지 13호","부산광역시 북구 대천천길 93 (화명동)","616833","(주)성민산전","20120706143010","I","2018-08-31 23:59:59.0","","383675.160537828","195530.676164957","유지관리","","100000000","","100","2","3","","","","5","2","3","","","","",
"141","승강기유지관리업체","11_48_01_P","6260000","626000000131","20070713","","03","폐업","2","폐지","20140819","","","","0514610055","","601839","부산광역시 동구 초량1동  1212번지 9호 케이엠빌딩","부산광역시 동구 중앙대로180번길 6-15, 1층 (초량동,케이엠빌딩)","601839","케이비유니온개발 주식회사","20130214142917","I","2018-08-31 23:59:59.0","","385842.289100827","181119.770398261","유지관리","","700500000","","100","2","3","","","","","","","","","","",
"142","승강기유지관리업체","11_48_01_P","6260000","626000000009","19921230","","03","폐업","2","폐지","20140930","","","","0516238449","","613752","부산광역시 수영구 광안1동 526번지 1호 광원아파트 관리사무소 2층","부산광역시 수영구 광일로 63, 2층 (광안동,광원아파트관리사무소2층)","613752","대성엘리베이터","20140121114045","I","2018-08-31 23:59:59.0","","391933.542223677","186764.383360083","유지관리","중저속엘리베이터","100000000","103000000","300","4","3","","","","7","","8","1","","본점","",
"143","승강기유지관리업체","11_48_01_P","6260000","626000000048","19950418","","03","폐업","2","폐지","","","","","","","619962","부산광역시 기장군 정관면 모전리  198번지 1호","","","한신E/L(주)","19700101000000","I","2018-08-31 23:59:59.0","","","","유지관리","","100000000","50,000,000","100","2","3","","","3","14","4","4","2","1","","",
"144","승강기유지관리업체","11_48_01_P","6260000","626000000020","19930210","","03","폐업","2","폐지","","","","","","","609350","부산광역시 금정구 청룡동   31번지 2호 남화기술빌딩 2층 201호","부산광역시 금정구 금강로 758 (청룡동,남화기술빌딩 2층 201호)","","진일E/L","19700101000000","I","2018-08-31 23:59:59.0","","390031.22990161","199298.672890002","유지관리","","70000000","100,000,000","500","2","7","","","1","29","6","20","2","","","",
"145","승강기유지관리업체","11_48_01_P","6260000","626000000123","20060208","","03","폐업","2","폐지","","","","","0512637282","","604060","부산광역시 사하구 구평동   126-2번지","","","(주)대농엔지니어링","20070723095446","I","2018-08-31 23:59:59.0","","","","유지관리","","200000000","200000000","100","2","3","","","3","6","","3","","","","",
"146","승강기유지관리업체","11_48_01_P","6260000","626000000102","20010625","","02","휴업","3","휴지","","20200202","20210201","","0517847043","","","부산광역시 기장군 정관면 달산리 1113번지 1호","부산광역시 기장군 정관면 산단5로 78","46026","(주)영진엘리베이터","20190924095047","U","2020-04-28 02:40:00.0","","400107.14148200000","204528.24442700000","유지관리","없음","200000000","100000000","600","1","0","","","2","5","1","8","1","","본점","",
"147","승강기유지관리업체","11_48_01_P","6260000","626000000151","20150617","","02","휴업","3","휴지","","20171208","20181207","","0513147806","","609800","부산광역시 금정구 구서동 485번지 16호","부산광역시 금정구 체육공원로 43 (구서동)","609800","(주)대성엘리베이터","20170303180110","I","2018-08-31 23:59:59.0","","390803.410900838","196304.108882048","유지관리","없음","200000000","","700","1","0","","","","7","","","","","본점","",
"148","승강기유지관리업체","11_48_01_P","6260000","626000000157","20170822","","02","휴업","3","휴지","","20200201","20220131","","0513113760","","","부산광역시 사상구 주례동 1162번지 130호","부산광역시 사상구 가야대로 260 (주례동)","47012","(주)금화이엔피","20170822114322","I","2018-08-31 23:59:59.0","","382279.405050585","185254.427641606","유지관리","중저속엘리베이터,휠체어리프트","460000000","","700","1","","","","","7","","","","","본점","",
"149","승강기유지관리업체","11_48_01_P","6260000","626000000101","20010428","","02","휴업","3","휴지","","","","","0513100788","","617838","부산광역시 사상구 주례3동  519번지 60호","부산광역시 사상구 주례로10번길 88 (주례동)","617838","(주)조성엔지니어링","20111104203845","I","2018-08-31 23:59:59.0","","382784.480813997","185264.436940286","유지관리","","1000000000","1000000000","200","2","4","","","4","8","","6","","","","",
"150","승강기유지관리업체","11_48_01_P","6260000","626000000109","20030221","","02","휴업","3","휴지","","","","","0517405237","","612726","부산광역시 해운대구 우1동 760번지 3호 오션타워 1217호","부산광역시 해운대구 해운대해변로 203, 1217호 (우동,오션타워)","612726","(주)주신엘리베이터","20111107135108","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","유지관리","","300000000","","100","2","3","","","1","6","","5","","","","",
"151","승강기유지관리업체","11_48_01_P","6260000","626000000120","20050512","","02","휴업","3","휴지","","","","","0513298331","","617731","부산광역시 사상구 감전동 벽산디지털벨리 132번지 7호 310호","부산광역시 사상구 대동로 303, 310호 (감전동,벽산디지털벨리)","617731","㈜서우산전","20111107142732","I","2018-08-31 23:59:59.0","","380909.178507556","185739.851127297","유지관리","","405000000","","400","6","2","","","4","14","","7","3","","","",
"152","승강기유지관리업체","11_48_01_P","6260000","626000000122","20051222","","01","영업/정상","4","사업재개","","","","20181219","0517826923","","","부산광역시 기장군 장안읍 반룡리 900-1","부산광역시 기장군 장안읍 반룡산단1로 55","46034","(주)한림기업","20200427172938","U","2020-04-29 02:40:00.0","","","","유지관리","중저속엘리베이터,휠체어리프트","200000000","200000000","500","1","0","","","2","5","","8","1","","본점","",
"153","승강기유지관리업체","11_48_01_P","6260000","626000000026","19930330","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","604050","부산광역시 사하구 다대동   1507번지 7호","부산광역시 사하구 다산로105번길 57 (다대동)","","(주)신강기공","19700101000000","I","2018-08-31 23:59:59.0","","378289.879764223","175794.280703396","유지관리","","50000000","1,318,000,000","100","1","","","","3","39","6","24","6","","","",
"154","승강기유지관리업체","11_48_01_P","6260000","626000000031","19930619","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","612063","부산광역시 해운대구 반여3동   1584번지 7호","","","도진E/L","19700101000000","I","2018-08-31 23:59:59.0","","394286.143519724","191236.962803813","유지관리","","10000000","20,000,000","100","1","","","","","8","2","5","","1","","",
"155","승강기유지관리업체","11_48_01_P","6260000","626000000068","19971104","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0513160525","","617844","부산광역시 사상구 학장동  265번지 10호","부산광역시 사상구 학장로169번길 52 (학장동)","617844","(주)금강산전","20190805094111","U","2020-04-28 02:40:00.0","","380944.583029694","184660.914937398","유지관리","없음","200000000","","300","1","3","","","","6","","5","","1","본점","",
"156","승강기유지관리업체","11_48_01_P","6260000","626000000016","19930111","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0514641614","","601013","부산광역시 동구 초량3동   1212번지 22호","부산광역시 동구 중앙대로180번길 12-4 (초량동)","","(주)반도기전","19700101000000","I","2018-08-31 23:59:59.0","","385893.062825117","181198.287019303","유지관리","","50000000","65,000,000","100","","","","","2","10","3","4","1","","","",
"157","승강기유지관리업체","11_48_01_P","6260000","626000000019","19930112","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0517580165","","613103","부산광역시 수영구 광안3동   44번지 1호","부산광역시 수영구 수영로 736 (광안동)","","유성E/L","20070503111616","I","2018-08-31 23:59:59.0","","393049.105763578","187503.211916157","유지관리","","20000000","30000000","100","1","","","","1","8","1","5","1","","","",
"158","승강기유지관리업체","11_48_01_P","6260000","626000000021","19930301","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0514417203","","600092","부산광역시 중구 대청동2가   37번지 3호","","","우양E/L","19700101000000","I","2018-08-31 23:59:59.0","","","","유지관리","","20000000","20,000,000","100","1","","","","1","8","2","4","1","","","",
"159","승강기유지관리업체","11_48_01_P","6260000","626000000041","19940311","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","609312","부산광역시 금정구 구서2동   175번지 25호","부산광역시 금정구 두실로7번길 77 (구서동)","","(주)하나기산","19700101000000","I","2018-08-31 23:59:59.0","","390187.983738541","197298.451390145","유지관리","","200000000","200,000,000","100","1","","","","7","13","4","","2","","","",
"160","승강기유지관리업체","11_48_01_P","6260000","626000000025","19930324","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0515584053","","607040","부산광역시 동래구 낙민동   8번지","부산광역시 동래구 충렬대로322번길 15 (낙민동)","","한국SCH","19700101000000","I","2018-08-31 23:59:59.0","","390628.871194432","190793.943378425","유지관리","","20000000","20,000,000","100","1","","","","","","","","","","","",
"161","승강기유지관리업체","11_48_01_P","6260000","626000000027","19930330","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0516438213","","608040","부산광역시 남구 문현동   810번지 15호","부산광역시 남구 자성로 149 (문현동)","","광성기전","19700101000000","I","2018-08-31 23:59:59.0","","388295.664650908","183964.742464628","유지관리","","20000000","10,000,000","100","1","","","","1","8","1","5","1","","","",
"162","승강기유지관리업체","11_48_01_P","6260000","626000000035","19930809","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","617013","부산광역시 사상구 주례3동   1160번지 24호","부산광역시 사상구 학장로317번길 20 (주례동)","","신한E/L(주)","19700101000000","I","2018-08-31 23:59:59.0","","382041.353706182","185129.974185384","유지관리","","50000000","100,000,000","100","1","","","","3","12","","7","2","","","",
"163","승강기유지관리업체","11_48_01_P","6260000","626000000036","19930830","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","0513147404","","617020","부산광역시 사상구 학장동   272번지 7호","부산광역시 사상구 학감대로 181 (학장동)","","대협기전","19700101000000","I","2018-08-31 23:59:59.0","","381087.362763505","184937.368874688","유지관리","","150000000","539,000,000","100","1","","","","2","11","6","","3","","","",
"164","승강기유지관리업체","11_48_01_P","6260000","626000000046","19950414","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","618300","부산광역시 강서구 강동동   29번지 162호","부산광역시 강서구 낙동북로125번길 6-3 (강동동)","","영남E/L","19700101000000","I","2018-08-31 23:59:59.0","","376861.77868226","192546.994605495","유지관리","","30000000","30,000,000","100","1","","","","1","19","4","13","1","","","",
"165","승강기유지관리업체","11_48_01_P","6260000","626000000015","19930111","","04","취소/말소/만료/정지/중지","5","등록취소","","","","","","","611085","부산광역시 연제구 연산5동   705번지 15호","부산광역시 연제구 중앙대로1066번길 11 (연산동)","","중앙엔지니어링","19700101000000","I","2018-08-31 23:59:59.0","","389411.330473308","189056.978156564","유지관리","","20000000","40,000,000","100","1","","","","1","13","4","7","1","","","",
