skey|gugun|rate_year|dong_cnt|house_cnt|tot_pop_cnt|m_pop_cnt|f_pop_cnt|pop_ratio|pop_density|instt_code|last_load_dttm
18988|부산광역시 금정구|2018|17|106203|248585|121715|126870|7.1|3809|6260000|2022-07-01 05:57:03
18989|부산광역시 강서구|2018|8|49474|126412|67132|59280|3.6|697|6260000|2022-07-01 05:57:03
18990|부산광역시 연제구|2018|12|86246|205925|99876|106049|5.9|17019|6260000|2022-07-01 05:57:03
18797|부산광역시 해운대구|2019-06|18|167790|412658|199239|213419|11.9|8017|6260000|2022-07-01 05:57:03
18798|부산광역시 사하구|2019-06|16|138780|329194|164840|164354|9.5|7881|6260000|2022-07-01 05:57:03
18799|부산광역시 금정구|2019-06|17|107053|246226|120242|125984|7.1|3772|6260000|2022-07-01 05:57:03
18800|부산광역시 강서구|2019-06|8|52324|132428|70139|62289|3.8|730|6260000|2022-07-01 05:57:03
18801|부산광역시 연제구|2019-06|12|89777|211051|101977|109074|6.1|17442|6260000|2022-07-01 05:57:03
18802|부산광역시 수영구|2019-06|10|80727|178009|84522|93487|5.1|17435|6260000|2022-07-01 05:57:03
18803|부산광역시 사상구|2019-06|12|97076|226867|114904|111963|6.5|6286|6260000|2022-07-01 05:57:03
18804|부산광역시 기장군|2019-06|5|68649|167271|83224|84047|4.8|766|6260000|2022-07-01 05:57:03
18805|부산광역시|2019-07|206|1491205|3477256|1710383|1766873|100|4516|6260000|2022-07-01 05:57:03
18806|부산광역시 중구|2019-07|9|23125|44476|22107|22369|1.3|15716|6260000|2022-07-01 05:57:03
18807|부산광역시 서구|2019-07|13|52975|111495|54531|56964|3.2|7975|6260000|2022-07-01 05:57:03
18808|부산광역시 동구|2019-07|12|43379|88361|43500|44861|2.5|9072|6260000|2022-07-01 05:57:03
18809|부산광역시 영도구|2019-07|11|55145|120174|59570|60604|3.5|8463|6260000|2022-07-01 05:57:03
18810|부산광역시 부산진구|2019-07|20|165842|361953|175440|186513|10.4|12199|6260000|2022-07-01 05:57:03
18811|부산광역시 동래구|2019-07|13|110264|269324|131288|138036|7.7|16195|6260000|2022-07-01 05:57:03
18812|부산광역시 남구|2019-07|17|118197|284122|139351|144771|8.2|10598|6260000|2022-07-01 05:57:03
18813|부산광역시 북구|2019-07|13|119591|294990|146170|148820|8.5|7493|6260000|2022-07-01 05:57:03
18814|부산광역시 해운대구|2019-07|18|167827|412170|199000|213170|11.9|8008|6260000|2022-07-01 05:57:03
18815|부산광역시 사하구|2019-07|16|138807|328895|164670|164225|9.5|7874|6260000|2022-07-01 05:57:03
18816|부산광역시 금정구|2019-07|17|107025|245829|120043|125786|7.1|3766|6260000|2022-07-01 05:57:03
18817|부산광역시 강서구|2019-07|8|52396|132531|70210|62321|3.8|730|6260000|2022-07-01 05:57:03
18818|부산광역시 연제구|2019-07|12|89807|210876|101904|108972|6.1|17428|6260000|2022-07-01 05:57:03
18819|부산광역시 수영구|2019-07|10|81059|178432|84750|93682|5.1|17476|6260000|2022-07-01 05:57:03
18820|부산광역시 사상구|2019-07|12|97027|226378|114631|111747|6.5|6273|6260000|2022-07-01 05:57:03
18821|부산광역시 기장군|2019-07|5|68739|167250|83218|84032|4.8|766|6260000|2022-07-01 05:57:03
18822|부산광역시|2019-08|206|1492645|3475051|1709212|1765839|100|4513|6260000|2022-07-01 05:57:03
18823|부산광역시 중구|2019-08|9|23095|44278|22017|22261|1.3|15646|6260000|2022-07-01 05:57:03
18824|부산광역시 서구|2019-08|13|52908|111226|54372|56854|3.2|7956|6260000|2022-07-01 05:57:03
18825|부산광역시 동구|2019-08|12|43784|89171|43875|45296|2.6|9155|6260000|2022-07-01 05:57:03
18826|부산광역시 영도구|2019-08|11|55090|119870|59422|60448|3.4|8442|6260000|2022-07-01 05:57:03
18827|부산광역시 부산진구|2019-08|20|166174|362128|175470|186658|10.4|12205|6260000|2022-07-01 05:57:03
18828|부산광역시 동래구|2019-08|13|110745|270202|131699|138503|7.8|16248|6260000|2022-07-01 05:57:03
18829|부산광역시 남구|2019-08|17|118112|283444|139053|144391|8.2|10572|6260000|2022-07-01 05:57:03
18830|부산광역시 북구|2019-08|13|119537|294374|145875|148499|8.5|7477|6260000|2022-07-01 05:57:03
18831|부산광역시 해운대구|2019-08|18|167937|411693|198746|212947|11.8|7999|6260000|2022-07-01 05:57:03
18832|부산광역시 사하구|2019-08|16|138795|328331|164365|163966|9.4|7860|6260000|2022-07-01 05:57:03
18833|부산광역시 금정구|2019-08|17|107056|245408|119870|125538|7.1|3759|6260000|2022-07-01 05:57:03
18834|부산광역시 강서구|2019-08|8|52515|132825|70368|62457|3.8|732|6260000|2022-07-01 05:57:03
18835|부산광역시 연제구|2019-08|12|89873|210572|101736|108836|6.1|17403|6260000|2022-07-01 05:57:03
18836|부산광역시 수영구|2019-08|10|81264|178514|84761|93753|5.1|17484|6260000|2022-07-01 05:57:03
18837|부산광역시 사상구|2019-08|12|96951|225812|114342|111470|6.5|6257|6260000|2022-07-01 05:57:03
18838|부산광역시 기장군|2019-08|5|68809|167203|83241|83962|4.8|766|6260000|2022-07-01 05:57:03
18839|부산광역시|2019-09|206|1494074|3475319|1708756|1766563|100|4514|6260000|2022-07-01 05:57:03
18840|부산광역시 중구|2019-09|9|23093|44223|21987|22236|1.3|15627|6260000|2022-07-01 05:57:03
18841|부산광역시 서구|2019-09|13|52914|111044|54263|56781|3.2|7943|6260000|2022-07-01 05:57:03
18842|부산광역시 동구|2019-09|12|44075|89692|44103|45589|2.6|9209|6260000|2022-07-01 05:57:03
18843|부산광역시 영도구|2019-09|11|55018|119602|59289|60313|3.4|8423|6260000|2022-07-01 05:57:03
18844|부산광역시 부산진구|2019-09|20|166434|362296|175453|186843|10.4|12211|6260000|2022-07-01 05:57:03
18845|부산광역시 동래구|2019-09|13|111162|271004|132109|138895|7.8|16296|6260000|2022-07-01 05:57:03
18846|부산광역시 남구|2019-09|17|118024|283267|138888|144379|8.2|10566|6260000|2022-07-01 05:57:03
18847|부산광역시 북구|2019-09|13|119578|294030|145690|148340|8.5|7468|6260000|2022-07-01 05:57:03
18848|부산광역시 해운대구|2019-09|18|168095|411445|198642|212803|11.8|7994|6260000|2022-07-01 05:57:03
18849|부산광역시 사하구|2019-09|16|138817|327956|164143|163813|9.4|7851|6260000|2022-07-01 05:57:03
18850|부산광역시 금정구|2019-09|17|107073|245670|119807|125863|7.1|3763|6260000|2022-07-01 05:57:03
18851|부산광역시 강서구|2019-09|8|52734|133231|70551|62680|3.8|734|6260000|2022-07-01 05:57:03
18852|부산광역시 연제구|2019-09|12|89916|210393|101605|108788|6.1|17388|6260000|2022-07-01 05:57:03
18853|부산광역시 수영구|2019-09|10|81323|178484|84716|93768|5.1|17481|6260000|2022-07-01 05:57:03
18854|부산광역시 사상구|2019-09|12|96926|225751|114243|111508|6.5|6255|6260000|2022-07-01 05:57:03
18855|부산광역시 기장군|2019-09|5|68892|167231|83267|83964|4.8|766|6260000|2022-07-01 05:57:03
18856|부산광역시|2019-10|206|1495123|3472359|1707262|1765097|100|4510|6260000|2022-07-01 05:57:03
18857|부산광역시 중구|2019-10|9|23108|44213|21983|22230|1.3|15623|6260000|2022-07-01 05:57:03
18858|부산광역시 서구|2019-10|13|52890|110821|54171|56650|3.2|7927|6260000|2022-07-01 05:57:03
18859|부산광역시 동구|2019-10|12|44328|90111|44303|45808|2.6|9252|6260000|2022-07-01 05:57:03
18860|부산광역시 영도구|2019-10|11|54928|119244|59125|60119|3.4|8397|6260000|2022-07-01 05:57:03
18861|부산광역시 부산진구|2019-10|20|166539|361927|175238|186689|10.4|12198|6260000|2022-07-01 05:57:03
18862|부산광역시 동래구|2019-10|13|111625|271821|132444|139377|7.8|16345|6260000|2022-07-01 05:57:03
18863|부산광역시 남구|2019-10|17|117773|282281|138441|143840|8.1|10529|6260000|2022-07-01 05:57:03
18864|부산광역시 북구|2019-10|13|119668|293714|145517|148197|8.5|7460|6260000|2022-07-01 05:57:03
18865|부산광역시 해운대구|2019-10|18|168247|411176|198486|212690|11.8|7989|6260000|2022-07-01 05:57:03
18866|부산광역시 사하구|2019-10|16|138825|327365|163814|163551|9.4|7837|6260000|2022-07-01 05:57:03
18867|부산광역시 금정구|2019-10|17|106966|244786|119392|125394|7|3750|6260000|2022-07-01 05:57:03
18868|부산광역시 수영구|2018|10|79842|178028|84683|93345|5.1|17437|6260000|2022-07-01 05:57:03
18869|부산광역시 사상구|2018|12|96698|229010|116192|112818|6.6|6346|6260000|2022-07-01 05:57:03
18870|부산광역시 기장군|2018|5|67970|167162|83201|83961|4.8|766|6260000|2022-07-01 05:57:03
18871|부산광역시|2019-01|206|1481315|3490727|1719434|1771293|100|4534|6260000|2022-07-01 05:57:03
18872|부산광역시 중구|2019-01|9|22953|44734|22212|22522|1.3|15807|6260000|2022-07-01 05:57:03
18873|부산광역시 서구|2019-01|13|52826|112497|55270|57227|3.2|8047|6260000|2022-07-01 05:57:03
18874|부산광역시 동구|2019-01|12|43314|89070|43853|45217|2.6|9145|6260000|2022-07-01 05:57:03
18875|부산광역시 영도구|2019-01|11|55243|121540|60314|61226|3.5|8559|6260000|2022-07-01 05:57:03
18876|부산광역시 부산진구|2019-01|20|165151|364551|177159|187392|10.4|12287|6260000|2022-07-01 05:57:03
18877|부산광역시 동래구|2019-01|13|108803|267721|130738|136983|7.7|16099|6260000|2022-07-01 05:57:03
18878|부산광역시 남구|2019-01|17|117559|285758|140302|145456|8.2|10659|6260000|2022-07-01 05:57:03
18879|부산광역시 북구|2019-01|13|119970|298884|148156|150728|8.6|7592|6260000|2022-07-01 05:57:03
18880|부산광역시 해운대구|2019-01|18|166906|414415|200323|214092|11.9|8052|6260000|2022-07-01 05:57:03
18881|부산광역시 사하구|2019-01|16|138403|331913|166344|165569|9.5|7946|6260000|2022-07-01 05:57:03
18882|부산광역시 금정구|2019-01|17|106321|247167|120929|126238|7.1|3786|6260000|2022-07-01 05:57:03
18883|부산광역시 강서구|2019-01|8|50973|129547|68763|60784|3.7|714|6260000|2022-07-01 05:57:03
18884|부산광역시 연제구|2019-01|12|88261|209412|101400|108012|6|17307|6260000|2022-07-01 05:57:03
18885|부산광역시 수영구|2019-01|10|79912|177882|84570|93312|5.1|17422|6260000|2022-07-01 05:57:03
18886|부산광역시 사상구|2019-01|12|96642|228414|115903|112511|6.5|6329|6260000|2022-07-01 05:57:03
18887|부산광역시 기장군|2019-01|5|68078|167222|83198|84024|4.8|766|6260000|2022-07-01 05:57:03
18888|부산광역시|2019-02|206|1483699|3488127|1717892|1770235|100|4530|6260000|2022-07-01 05:57:03
18889|부산광역시 중구|2019-02|9|23017|44673|22194|22479|1.3|15786|6260000|2022-07-01 05:57:03
18890|부산광역시 서구|2019-02|13|52967|112465|55202|57263|3.2|8045|6260000|2022-07-01 05:57:03
18891|부산광역시 동구|2019-02|12|43309|88893|43753|45140|2.5|9127|6260000|2022-07-01 05:57:03
18892|부산광역시 영도구|2019-02|11|55237|121302|60189|61113|3.5|8542|6260000|2022-07-01 05:57:03
18701|부산광역시 강서구|2019-10|8|52995|133825|70899|62926|3.9|737|6260000|2022-07-01 05:57:03
18702|부산광역시 연제구|2019-10|12|90068|210565|101705|108860|6.1|17402|6260000|2022-07-01 05:57:03
18703|부산광역시 수영구|2019-10|10|81332|178274|84599|93675|5.1|17461|6260000|2022-07-01 05:57:03
18704|부산광역시 사상구|2019-10|12|96868|225046|113914|111132|6.5|6236|6260000|2022-07-01 05:57:03
18705|부산광역시 기장군|2019-10|5|68963|167190|83231|83959|4.8|766|6260000|2022-07-01 05:57:03
18706|부산광역시|2019-11|206|1496361|3470256|1706084|1764172|100|4507|6260000|2022-07-01 05:57:03
18707|부산광역시 중구|2019-11|9|23153|44169|21959|22210|1.3|15607|6260000|2022-07-01 05:57:03
18708|부산광역시 서구|2019-11|13|52819|110576|54053|56523|3.2|7910|6260000|2022-07-01 05:57:03
18709|부산광역시 동구|2019-11|12|44473|90245|44350|45895|2.6|9265|6260000|2022-07-01 05:57:03
18710|부산광역시 영도구|2019-11|11|54909|118962|58960|60002|3.4|8378|6260000|2022-07-01 05:57:03
18711|부산광역시 부산진구|2019-11|20|166660|361542|175017|186525|10.4|12185|6260000|2022-07-01 05:57:03
18712|부산광역시 동래구|2019-11|13|111867|272169|132577|139592|7.8|16366|6260000|2022-07-01 05:57:03
18713|부산광역시 남구|2019-11|17|117518|281507|138038|143469|8.1|10500|6260000|2022-07-01 05:57:03
18714|부산광역시 북구|2019-11|13|120061|293926|145587|148339|8.5|7466|6260000|2022-07-01 05:57:03
18715|부산광역시 해운대구|2019-11|18|168454|411346|198530|212816|11.9|7992|6260000|2022-07-01 05:57:03
18716|부산광역시 사하구|2019-11|16|138822|326902|163575|163327|9.4|7826|6260000|2022-07-01 05:57:03
18717|부산광역시 금정구|2019-11|17|106984|244413|119219|125194|7|3744|6260000|2022-07-01 05:57:03
18718|부산광역시 강서구|2019-11|8|53242|134211|71107|63104|3.9|739|6260000|2022-07-01 05:57:03
18719|부산광역시 연제구|2019-11|12|90131|210584|101767|108817|6.1|17404|6260000|2022-07-01 05:57:03
18720|부산광역시 수영구|2019-11|10|81385|178071|84518|93553|5.1|17441|6260000|2022-07-01 05:57:03
18721|부산광역시 사상구|2019-11|12|96780|224455|113607|110848|6.5|6219|6260000|2022-07-01 05:57:03
18722|부산광역시 기장군|2019-11|5|69103|167178|83220|83958|4.8|766|6260000|2022-07-01 05:57:03
18723|부산광역시|2019-12|206|1497908|3466563|1704098|1762465|100|4502|6260000|2022-07-01 05:57:03
18724|부산광역시 중구|2019-12|9|23160|44072|21904|22168|1.3|15573|6260000|2022-07-01 05:57:03
18725|부산광역시 서구|2019-12|13|52786|110350|53941|56409|3.2|7893|6260000|2022-07-01 05:57:03
18726|부산광역시 동구|2019-12|12|44657|90477|44416|46061|2.6|9167|6260000|2022-07-01 05:57:03
18727|부산광역시 영도구|2019-12|11|54859|118628|58806|59822|3.4|8354|6260000|2022-07-01 05:57:03
18728|부산광역시 부산진구|2019-12|20|166865|361044|174721|186323|10.4|12169|6260000|2022-07-01 05:57:03
18729|부산광역시 동래구|2019-12|13|112136|272500|132722|139778|7.9|16386|6260000|2022-07-01 05:57:03
18730|부산광역시 남구|2019-12|17|117397|280852|137667|143185|8.1|10472|6260000|2022-07-01 05:57:03
18731|부산광역시 북구|2019-12|13|120273|293704|145449|148255|8.5|7460|6260000|2022-07-01 05:57:03
18732|부산광역시 해운대구|2019-12|18|168650|411293|198499|212794|11.9|7991|6260000|2022-07-01 05:57:03
18733|부산광역시 사하구|2019-12|16|138790|325951|163099|162852|9.4|7803|6260000|2022-07-01 05:57:03
18734|부산광역시 금정구|2019-12|17|107024|243870|119008|124862|7|3736|6260000|2022-07-01 05:57:03
18735|부산광역시 강서구|2019-12|8|53731|135048|71570|63478|3.9|744|6260000|2022-07-01 05:57:03
18736|부산광역시 연제구|2019-12|12|90266|210443|101654|108789|6.1|17392|6260000|2022-07-01 05:57:03
18737|부산광역시 수영구|2019-12|10|81452|177897|84349|93548|5.1|17424|6260000|2022-07-01 05:57:03
18738|부산광역시 사상구|2019-12|12|96726|223489|113217|110272|6.4|6193|6260000|2022-07-01 05:57:03
18739|부산광역시 기장군|2019-12|5|69136|166945|83076|83869|4.8|765|6260000|2022-07-01 05:57:03
18740|부산광역시|2020-01|205|1499152|3464508|1702899|1761609|100|4499|6260000|2022-07-01 05:57:03
18741|부산광역시 중구|2020-01|9|23189|44107|21902|22205|1.3|15586|6260000|2022-07-01 05:57:03
18742|부산광역시 서구|2020-01|13|52735|110097|53795|56302|3.2|7875|6260000|2022-07-01 05:57:03
18743|부산광역시 동구|2020-01|12|44734|90632|44480|46152|2.6|9183|6260000|2022-07-01 05:57:03
18744|부산광역시 영도구|2020-01|11|54852|118353|58647|59706|3.4|8335|6260000|2022-07-01 05:57:03
18745|부산광역시 부산진구|2020-01|20|166981|360439|174373|186066|10.4|12148|6260000|2022-07-01 05:57:03
18746|부산광역시 동래구|2020-01|13|112473|272820|132832|139988|7.9|16405|6260000|2022-07-01 05:57:03
18747|부산광역시 남구|2020-01|17|117212|280052|137258|142794|8.1|10442|6260000|2022-07-01 05:57:03
18748|부산광역시 북구|2020-01|13|120406|293482|145311|148171|8.5|7454|6260000|2022-07-01 05:57:03
18749|부산광역시 해운대구|2020-01|18|168851|411497|198570|212927|11.9|7995|6260000|2022-07-01 05:57:03
18750|부산광역시 사하구|2020-01|16|138670|325219|162775|162444|9.4|7786|6260000|2022-07-01 05:57:03
18751|부산광역시 금정구|2020-01|16|106857|243328|118742|124586|7|3728|6260000|2022-07-01 05:57:03
18752|부산광역시 강서구|2020-01|8|54087|135812|71980|63832|3.9|748|6260000|2022-07-01 05:57:03
18753|부산광역시 연제구|2020-01|12|90601|211026|101888|109138|6.1|17440|6260000|2022-07-01 05:57:03
18754|부산광역시 수영구|2020-01|10|81608|177861|84307|93554|5.1|17420|6260000|2022-07-01 05:57:03
18755|부산광역시 사상구|2020-01|12|96652|222840|112913|109927|6.4|6175|6260000|2022-07-01 05:57:03
18756|부산광역시 기장군|2020-01|5|69244|166943|83126|83817|4.8|765|6260000|2022-07-01 05:57:03
18757|부산광역시|2020-02|205|1502333|3463429|1701907|1761522|100|4498|6260000|2022-07-01 05:57:03
18758|부산광역시 중구|2020-02|9|23272|44115|21899|22216|1.3|15588|6260000|2022-07-01 05:57:03
18759|부산광역시 서구|2020-02|13|52806|109971|53679|56292|3.2|7866|6260000|2022-07-01 05:57:03
18760|부산광역시 동구|2020-02|12|44894|90778|44557|46221|2.6|9197|6260000|2022-07-01 05:57:03
18761|부산광역시 영도구|2020-02|11|54824|118055|58463|59592|3.4|8314|6260000|2022-07-01 05:57:03
18762|부산광역시 부산진구|2020-02|20|167266|359945|174090|185855|10.4|12132|6260000|2022-07-01 05:57:03
18763|부산광역시 동래구|2020-02|13|112724|272785|132783|140002|7.9|16403|6260000|2022-07-01 05:57:03
18764|부산광역시 남구|2020-02|17|117208|279203|136804|142399|8.1|10410|6260000|2022-07-01 05:57:03
18765|부산광역시 북구|2020-02|13|120435|292797|144945|147852|8.5|7437|6260000|2022-07-01 05:57:03
18766|부산광역시 해운대구|2020-02|18|168916|410898|198269|212629|11.9|7983|6260000|2022-07-01 05:57:03
18767|부산광역시 사하구|2020-02|16|138770|324510|162456|162054|9.4|7769|6260000|2022-07-01 05:57:03
18768|부산광역시 금정구|2020-02|16|107042|242911|118501|124410|7|3722|6260000|2022-07-01 05:57:03
18769|부산광역시 강서구|2020-02|8|54359|136226|72139|64087|3.9|751|6260000|2022-07-01 05:57:03
18770|부산광역시 연제구|2020-02|12|90948|211562|102142|109420|6.1|17484|6260000|2022-07-01 05:57:03
18771|부산광역시 수영구|2020-02|10|82083|178637|84582|94055|5.2|17496|6260000|2022-07-01 05:57:03
18772|부산광역시 사상구|2020-02|12|96781|222476|112720|109756|6.4|6164|6260000|2022-07-01 05:57:03
18773|부산광역시 기장군|2020-02|5|70005|168560|83878|84682|4.9|772|6260000|2022-07-01 05:57:03
18774|부산광역시|2020-03|205|1505897|3461724|1700307|1761417|100|4495|6260000|2022-07-01 05:57:03
18775|부산광역시 중구|2020-03|9|23305|44031|21839|22192|1.3|15559|6260000|2022-07-01 05:57:03
18776|부산광역시 서구|2020-03|13|52792|109756|53507|56249|3.2|7851|6260000|2022-07-01 05:57:03
18777|부산광역시 동구|2020-03|12|45356|91585|44918|46667|2.6|9279|6260000|2022-07-01 05:57:03
18778|부산광역시 영도구|2020-03|11|54837|117765|58299|59466|3.4|8293|6260000|2022-07-01 05:57:03
18779|부산광역시 부산진구|2020-03|20|167761|359790|173899|185891|10.4|12126|6260000|2022-07-01 05:57:03
18780|부산광역시 동래구|2020-03|13|113266|273573|133179|140394|7.9|16451|6260000|2022-07-01 05:57:03
18781|부산광역시 남구|2020-03|17|117299|278619|136448|142171|8|10388|6260000|2022-07-01 05:57:03
18782|부산광역시 북구|2020-03|13|120496|292106|144564|147542|8.4|7420|6260000|2022-07-01 05:57:03
18783|부산광역시 해운대구|2020-03|18|169141|410223|197881|212342|11.9|7970|6260000|2022-07-01 05:57:03
18784|부산광역시 연제구|2019-05|12|89722|211258|102148|109110|6.1|17459|6260000|2022-07-01 05:57:03
18785|부산광역시 수영구|2019-05|10|80273|177230|84178|93052|5.1|17358|6260000|2022-07-01 05:57:03
18786|부산광역시 사상구|2019-05|12|97143|227492|115230|112262|6.5|6303|6260000|2022-07-01 05:57:03
18787|부산광역시 기장군|2019-05|5|68569|167223|83188|84035|4.8|766|6260000|2022-07-01 05:57:03
18788|부산광역시|2019-06|206|1490226|3479684|1711770|1767914|100|4519|6260000|2022-07-01 05:57:03
18789|부산광역시 중구|2019-06|9|23082|44474|22101|22373|1.3|15715|6260000|2022-07-01 05:57:03
18790|부산광역시 서구|2019-06|13|52994|111617|54603|57014|3.2|7984|6260000|2022-07-01 05:57:03
18791|부산광역시 동구|2019-06|12|43337|88411|43492|44919|2.5|9077|6260000|2022-07-01 05:57:03
18792|부산광역시 영도구|2019-06|11|55185|120451|59711|60740|3.5|8482|6260000|2022-07-01 05:57:03
18793|부산광역시 부산진구|2019-06|20|165576|361909|175500|186409|10.4|12198|6260000|2022-07-01 05:57:03
18794|부산광역시 동래구|2019-06|13|109983|269024|131168|137856|7.7|16177|6260000|2022-07-01 05:57:03
18795|부산광역시 남구|2019-06|17|118282|284626|139649|144977|8.2|10616|6260000|2022-07-01 05:57:03
18796|부산광역시 북구|2019-06|13|119611|295468|146459|149009|8.5|7505|6260000|2022-07-01 05:57:03
